match_id,team_id,team_name,player_id,player_name,player_nickname,jersey_number
7566,790,Sweden,4417,Ola Toivonen,,20
7566,790,Sweden,5605,Oscar Hiljemark,,15
7566,790,Sweden,5607,Andreas Granqvist,,4
7566,790,Sweden,5611,Gustav Svensson,,13
7566,790,Sweden,5612,Mikael Lustig,,2
7566,790,Sweden,5613,Viktor Claesson,,17
7566,790,Sweden,5615,Isaac Kiese Thelin,,22
7566,790,Sweden,5617,Sebastian Larsson,,7
7566,790,Sweden,5621,Ludwig Augustinsson,,6
7566,790,Sweden,5622,Robin Olsen,,1
7566,790,Sweden,5624,Albin Ekdal,,8
7566,790,Sweden,5625,Emil Forsberg,,10
7566,790,Sweden,11098,Marcus Berg,,9
7558,783,Uruguay,4319,Edinson Roberto Cavani Gómez,Edinson Cavani,21
7558,783,Uruguay,5246,Luis Alberto Suárez Díaz,Luis Suárez,9
7558,783,Uruguay,5247,Nahitan Michel Nández Acosta,Nahitan Nández,8
7558,783,Uruguay,5248,José Martín Cáceres Silva,Martín Cáceres,22
7558,783,Uruguay,5249,Diego Roberto Godín Leal,Diego Godín,3
7558,783,Uruguay,5255,Matías Vecino Falero,Matías Vecino,15
7558,783,Uruguay,5256,Cristian Gabriel Rodríguez Barrotti,Cristian Rodríguez,7
7558,783,Uruguay,5258,Giorgian Daniel De Arrascaeta Benedetti,Giorgian De Arrascaeta,10
7558,783,Uruguay,5260,Rodrigo Bentancur Colmán,Rodrigo Bentancur,6
7558,783,Uruguay,5266,Lucas Torreira Di Pascua,Lucas Torreira,14
7558,783,Uruguay,5267,Néstor Fernando Muslera Micol,Fernando Muslera,1
7558,783,Uruguay,5717,Diego Sebastián Laxalt Suárez,Diego Laxalt,17
7558,783,Uruguay,6297,Maximiliano Gómez González,Maxi Gómez,18
7558,783,Uruguay,6300,Sebastián Coates Nión,Sebastián Coates,19
7558,796,Russia,5170,Mário Figueira Fernandes,Mário Fernandes,2
7558,796,Russia,5171,Roman Zobnin,,11
7558,796,Russia,5172,Igor Akinfeev,,1
7558,796,Russia,5174,Sergei Ignashevich,,4
7558,796,Russia,5175,Ilya Kutepov,,3
7558,796,Russia,5179,Daler Kuzyaev,,7
7558,796,Russia,5181,Yury Gazinskiy,,8
7558,796,Russia,5182,Aleksandr Samedov,,19
7558,796,Russia,5186,Denis Cheryshev,,6
7558,796,Russia,5194,Fyodor Smolov,,10
7558,796,Russia,5195,Artem Dzyuba,,22
7558,796,Russia,5677,Fedor Kudryashov,,13
7558,796,Russia,6298,Igor Smolnikov,,23
7558,796,Russia,6299,Aleksey Miranchuk,,15
7529,775,Nigeria,3338,Onyinye Wilfred Ndidi,Wilfred Ndidi,4
7529,775,Nigeria,3647,Alex Iwobi,,18
7529,775,Nigeria,3708,Kelechi Promise Iheanacho,Kelechi Iheanacho,14
7529,775,Nigeria,3963,Victor Moses,,11
7529,775,Nigeria,5454,Francis Odinaka Uzoho,Francis Uzoho,23
7529,775,Nigeria,5455,William Troost-Ekong,,5
7529,775,Nigeria,5458,Odion Jude Ighalo,,9
7529,775,Nigeria,5462,Brian Oladapo Idowu,Brian Idowu,2
7529,775,Nigeria,5464,Simeon Tochukwu Nwankwo,Simy,13
